Date,SPLB
2024-08-02,22.30813217163086
2024-08-05,22.26066780090332
2024-08-06,22.013856887817383
2024-08-07,21.852481842041016
2024-08-08,21.852481842041016
2024-08-09,22.042335510253906
2024-08-12,22.089799880981445
2024-08-13,22.28914451599121
2024-08-14,22.479005813598633
2024-08-15,22.403060913085938
2024-08-16,22.49799156188965
2024-08-19,22.58342933654785
2024-08-20,22.678354263305664
2024-08-21,22.72581672668457
2024-08-22,22.58342933654785
2024-08-23,22.754295349121094
2024-08-26,22.697338104248047
2024-08-27,22.65936851501465
2024-08-28,22.592920303344727
2024-08-29,22.526464462280273
2024-08-30,22.403060913085938
2024-09-03,22.514583587646484
